253012141740PAY019,LHK-SCB-USD,22/06/2017
253012147780PAY003,LHK-SCB-USD,22/06/2017
BR NEX278516HKH,LPK-HKB-USD,22/06/2017
BR NEX279378HKH,LBD-HKB-USD,22/06/2017
BR NEX279372HKH,LBD-HKB-USD,22/06/2017
253012147708PAY001,LBD-SCB-USD,22/06/2017
253012144694PAY016,LBD-SCB-USD,22/06/2017
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
